segment,instrument,year,month_label,month_date,calendar_quarter,financial_year,financial_quarter,monthly_turnover,monthly_volume,active_trading_days,turnover,volume,mom_turnover_change,mom_volume_change,source_logic
Equity Derivatives,Options,2015,Jul-2015,2015-07-01,Q3-2015,FY 2015-16,Q2,26767.4,186578685.0,23.0,1163.8,8112116.739130435,-0.1142982665518184,-0.06320668569668908,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2015,Aug-2015,2015-08-01,Q3-2015,FY 2015-16,Q2,32808.56,196602536.0,21.0,1562.3123809523809,9362025.523809524,0.34242342408694015,0.1540792403356206,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2015,Sep-2015,2015-09-01,Q3-2015,FY 2015-16,Q2,34625.66,174202738.0,20.0,1731.283,8710136.9,0.10815418293274681,-0.06963115216377469,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2015,Oct-2015,2015-10-01,Q4-2015,FY 2015-16,Q3,22286.93,133304452.0,20.0,1114.3465,6665222.6,-0.3563464205447635,-0.23477407111706827,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2015,Nov-2015,2015-11-01,Q4-2015,FY 2015-16,Q3,21393.61,54497693.0,19.0,1125.9794736842105,2868299.6315789474,0.010439278702100596,-0.5696618397142583,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2015,Dec-2015,2015-12-01,Q4-2015,FY 2015-16,Q3,22864.669999999995,58859095.0,22.0,1039.3031818181817,2675413.409090909,-0.07697857189387614,-0.06724758472386572,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,Jan-2016,2016-01-01,Q1-2016,FY 2015-16,Q4,32681.14,78948191.0,20.0,1634.057,3947409.55,0.5722620969382024,0.4754390990891042,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,Feb-2016,2016-02-01,Q1-2016,FY 2015-16,Q4,41021.56,96800669.0,21.0,1953.407619047619,4609555.666666667,0.19543419785700178,0.16774193512975288,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,Mar-2016,2016-03-01,Q1-2016,FY 2015-16,Q4,33589.68,83853796.0,20.0,1679.484,4192689.8,-0.14022860174015805,-0.09043515184796924,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,Apr-2016,2016-04-01,Q2-2016,FY 2016-17,Q1,27220.33,71045932.0,18.0,1512.2405555555554,3946996.222222222,-0.09958025467610565,-0.05860046640650063,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,May-2016,2016-05-01,Q2-2016,FY 2016-17,Q1,31862.27,82548799.0,22.0,1448.285,3752218.136363636,-0.04229191931177889,-0.04934843483303941,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,Jun-2016,2016-06-01,Q2-2016,FY 2016-17,Q1,31553.520000000004,86903821.0,22.0,1434.250909090909,3950173.6818181816,-0.009690144487508268,0.052756939564923444,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,Jul-2016,2016-07-01,Q3-2016,FY 2016-17,Q2,24384.76,72311766.0,20.0,1219.2379999999998,3615588.3,-0.1499130366437723,-0.08470143562502275,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,Aug-2016,2016-08-01,Q3-2016,FY 2016-17,Q2,27890.32,84911344.0,22.0,1267.7418181818182,3859606.5454545454,0.03978207551094903,0.0674906060113496,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,Sep-2016,2016-09-01,Q3-2016,FY 2016-17,Q2,29441.38,91611812.0,20.0,1472.069,4580590.6,0.16117412779774476,0.18680247482597845,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,Oct-2016,2016-10-01,Q4-2016,FY 2016-17,Q3,24718.93,83693445.0,19.0,1300.9963157894736,4404918.157894737,-0.11621240866462534,-0.03835148290817836,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,Nov-2016,2016-11-01,Q4-2016,FY 2016-17,Q3,40517.45,106583292.0,21.0,1929.4023809523808,5075394.857142857,0.4830190966233263,0.15221093223865112,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2016,Dec-2016,2016-12-01,Q4-2016,FY 2016-17,Q3,29876.98,95784703.0,22.0,1358.0445454545454,4353850.136363637,-0.2961320257186606,-0.14216523858508356,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,Jan-2017,2017-01-01,Q1-2017,FY 2016-17,Q4,27869.38,92850779.0,21.0,1327.1133333333337,4421465.666666667,-0.022776286849161442,0.015530054591980758,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,Feb-2017,2017-02-01,Q1-2017,FY 2016-17,Q4,27130.84,97659364.0,19.0,1427.9389473684212,5139966.52631579,0.07597362749859649,0.16250286982117368,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,Mar-2017,2017-03-01,Q1-2017,FY 2016-17,Q4,27555.370000000003,101339859.0,22.0,1252.5168181818185,4606357.227272728,-0.12284988059881119,-0.1038157148127461,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,Apr-2017,2017-04-01,Q2-2017,FY 2017-18,Q1,23036.84,91730573.0,18.0,1279.8244444444442,5096142.944444444,0.02180220326483595,0.10632820969069767,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,May-2017,2017-05-01,Q2-2017,FY 2017-18,Q1,29751.660000000003,112567163.0,22.0,1352.348181818182,5116689.227272728,0.056666941851715835,0.00403173204760332,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,Jun-2017,2017-06-01,Q2-2017,FY 2017-18,Q1,26821.400000000005,110051860.0,21.0,1277.209523809524,5240564.761904762,-0.05556162164364864,0.024210095460118763,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,Jul-2017,2017-07-01,Q3-2017,FY 2017-18,Q2,31286.77,113202652.0,21.0,1489.8461904761905,5390602.476190476,0.16648534379264301,0.028630065861676268,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,Aug-2017,2017-08-01,Q3-2017,FY 2017-18,Q2,39094.01,137257446.0,21.0,1861.619523809524,6536068.857142857,0.24953806353292474,0.21249320201438393,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,Sep-2017,2017-09-01,Q3-2017,FY 2017-18,Q2,36758.54,126337128.0,21.0,1750.4066666666668,6016053.714285715,-0.05973984249761033,-0.07956084218556714,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,Oct-2017,2017-10-01,Q4-2017,FY 2017-18,Q3,36178.51000000001,119056866.0,20.0,1808.9255000000005,5952843.3,0.03343156447454132,-0.010506956434849557,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,Nov-2017,2017-11-01,Q4-2017,FY 2017-18,Q3,38460.66,137569229.0,22.0,1748.2118181818184,6253146.7727272725,-0.033563395406931984,0.05044706497267826,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2017,Dec-2017,2017-12-01,Q4-2017,FY 2017-18,Q3,41592.42999999999,123101774.0,20.0,2079.6215,6155088.7,0.1895706677940523,-0.015681396309926154,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,Jan-2018,2018-01-01,Q1-2018,FY 2017-18,Q4,43967.34999999999,134189456.0,22.0,1998.5159090909087,6099520.727272728,-0.03900016945828433,-0.009027972696359687,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,Feb-2018,2018-02-01,Q1-2018,FY 2017-18,Q4,57494.47,143940748.0,19.0,3026.024736842105,7575828.842105263,0.5141359261025813,0.24203674040019774,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,Mar-2018,2018-03-01,Q1-2018,FY 2017-18,Q4,56211.06999999999,166029327.0,19.0,2958.477368421052,8738385.631578946,-0.022322146808206322,0.15345605262520934,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,Apr-2018,2018-04-01,Q2-2018,FY 2018-19,Q1,43569.61,137562321.0,21.0,2074.7433333333333,6550586.714285715,-0.2987124540889661,-0.25036648753368385,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,May-2018,2018-05-01,Q2-2018,FY 2018-19,Q1,47212.20999999999,169458594.0,22.0,2146.009545454545,7702663.363636363,0.034349411310898637,0.17587381094248644,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,Jun-2018,2018-06-01,Q2-2018,FY 2018-19,Q1,49946.51,161100469.0,21.0,2378.405238095238,7671450.904761905,0.10829201255554977,-0.0040521644788229505,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,Jul-2018,2018-07-01,Q3-2018,FY 2018-19,Q2,44331.57,153991422.0,22.0,2015.071363636364,6999610.090909091,-0.152763653829594,-0.08757675988459779,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,Aug-2018,2018-08-01,Q3-2018,FY 2018-19,Q2,41402.1,158399615.0,21.0,1971.528571428572,7542838.80952381,-0.021608560864671,0.07760842554933878,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,Sep-2018,2018-09-01,Q3-2018,FY 2018-19,Q2,64403.94,191276050.0,18.0,3577.9966666666664,10626447.222222222,0.814833788624248,0.40881271502248695,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,Oct-2018,2018-10-01,Q4-2018,FY 2018-19,Q3,80778.93,224404182.0,21.0,3846.615714285714,10685913.42857143,0.07507526491613503,0.005596057186907144,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,Nov-2018,2018-11-01,Q4-2018,FY 2018-19,Q3,49333.36999999999,282797526.0,20.0,2466.6685,14139876.3,-0.35874319578137503,0.32322579576525,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2018,Dec-2018,2018-12-01,Q4-2018,FY 2018-19,Q3,59341.95,286398558.0,20.0,2967.0975000000003,14319927.9,0.20287647083505544,0.012733605031608253,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,Jan-2019,2019-01-01,Q1-2019,FY 2018-19,Q4,59814.23,325734039.0,23.0,2600.6186956521738,14162349.52173913,-0.1235142439194622,-0.011004132099077801,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,Feb-2019,2019-02-01,Q1-2019,FY 2018-19,Q4,52565.73999999999,267042250.0,20.0,2628.287,13352112.5,0.010639123833910302,-0.057210635883221284,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,Mar-2019,2019-03-01,Q1-2019,FY 2018-19,Q4,61399.79,294292461.0,19.0,3231.567894736842,15489076.89473684,0.2295338731032197,0.1600469135304874,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,Apr-2019,2019-04-01,Q2-2019,FY 2019-20,Q1,56274.26,298812862.0,19.0,2961.8031578947366,15726992.736842103,-0.08347797280739888,0.015360233777786059,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,May-2019,2019-05-01,Q2-2019,FY 2019-20,Q1,78768.86,329565220.0,22.0,3580.402727272727,14980237.272727272,0.20885910926561846,-0.047482406624724915,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,Jun-2019,2019-06-01,Q2-2019,FY 2019-20,Q1,60463.51,324033594.0,19.0,3182.2899999999995,17054399.684210528,-0.11119216400999088,0.13845991713758998,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,Jul-2019,2019-07-01,Q3-2019,FY 2019-20,Q2,70706.20999999999,369853578.0,23.0,3074.1830434782605,16080590.347826088,-0.03397143457124874,-0.05710018261657268,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,Aug-2019,2019-08-01,Q3-2019,FY 2019-20,Q2,93467.47000000002,427692413.0,20.0,4673.373500000001,21384620.65,0.5202001422505891,0.3298405212400026,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,Sep-2019,2019-09-01,Q3-2019,FY 2019-20,Q2,96256.46,399919762.0,19.0,5066.129473684211,21048408.52631579,0.08404121213170956,-0.015722145797531728,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,Oct-2019,2019-10-01,Q4-2019,FY 2019-20,Q3,89298.08000000002,400572382.0,20.0,4464.904,20028619.1,-0.11867550499987223,-0.04844971652088548,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,Nov-2019,2019-11-01,Q4-2019,FY 2019-20,Q3,68632.87,347864776.0,20.0,3431.6435,17393238.8,-0.2314183014909168,-0.1315807288980797,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2019,Dec-2019,2019-12-01,Q4-2019,FY 2019-20,Q3,70883.79999999999,369741497.0,21.0,3375.419047619047,17606737.95238095,-0.01638411809995799,0.012274835919630522,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,Jan-2020,2020-01-01,Q1-2020,FY 2019-20,Q4,99096.52999999998,498147694.0,23.0,4308.544782608695,21658595.391304348,0.2764473749260423,0.23013106970081676,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,Feb-2020,2020-02-01,Q1-2020,FY 2019-20,Q4,94115.52,449362949.0,20.0,4705.776,22468147.45,0.0921961445067756,0.03737786518790953,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,Mar-2020,2020-03-01,Q1-2020,FY 2019-20,Q4,198544.86,360803570.0,21.0,9454.517142857145,17181122.38095238,1.0091302992019053,-0.23531201585770345,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,Apr-2020,2020-04-01,Q2-2020,FY 2020-21,Q1,120888.31,365482484.0,18.0,6716.017222222222,20304582.444444444,-0.2896498974253646,0.18179604301956687,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,May-2020,2020-05-01,Q2-2020,FY 2020-21,Q1,136755.99,458991075.0,19.0,7197.683684210526,24157425.0,0.0717190629581097,0.189752365806948,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,Jun-2020,2020-06-01,Q2-2020,FY 2020-21,Q1,198474.41,590416454.0,22.0,9021.56409090909,26837111.545454547,0.2533982440350344,0.11092600082395143,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,Jul-2020,2020-07-01,Q3-2020,FY 2020-21,Q2,179651.66999999998,658919790.0,23.0,7810.942173913043,28648686.52173913,-0.13419202089535398,0.06750260635226257,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,Aug-2020,2020-08-01,Q3-2020,FY 2020-21,Q2,150536.25999999998,521731380.0,21.0,7168.3933333333325,24844351.42857143,-0.08226265491065765,-0.13279265317385158,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,Sep-2020,2020-09-01,Q3-2020,FY 2020-21,Q2,190150.42,642069544.0,22.0,8643.20090909091,29184979.27272728,0.20573753520187865,0.17471286608689884,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,Oct-2020,2020-10-01,Q4-2020,FY 2020-21,Q3,212553.61,729238811.0,21.0,10121.600476190471,34725657.666666664,0.17104769201240955,0.18984691892918448,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,Nov-2020,2020-11-01,Q4-2020,FY 2020-21,Q3,222821.07,661486860.0,20.0,11141.0535,33074343.0,0.10072053586857499,-0.04755315745255906,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2020,Dec-2020,2020-12-01,Q4-2020,FY 2020-21,Q3,225016.73,731307849.0,22.0,10228.033181818182,33241265.863636363,-0.08195098589032157,0.00504689884955134,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,Jan-2021,2021-01-01,Q1-2021,FY 2020-21,Q4,254456.04000000004,738592898.0,20.0,12722.802,36929644.9,0.24391481468955667,0.11095783931617564,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,Feb-2021,2021-02-01,Q1-2021,FY 2020-21,Q4,349696.73,818110922.0,20.0,17484.836499999998,40905546.1,0.374291331422119,0.10766150637966199,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,Mar-2021,2021-03-01,Q1-2021,FY 2020-21,Q4,388424.81,907687613.0,21.0,18496.419523809524,43223219.66666666,0.05785487464006467,0.05665915230665153,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,Apr-2021,2021-04-01,Q2-2021,FY 2021-22,Q1,348763.97,902264117.0,19.0,18355.99842105263,47487585.10526316,-0.007591799189899162,0.09865913440698959,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,May-2021,2021-05-01,Q2-2021,FY 2021-22,Q1,314057.59,856255549.0,20.0,15702.8795,42812777.45,-0.14453688980544632,-0.09844273287219729,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,Jun-2021,2021-06-01,Q2-2021,FY 2021-22,Q1,311594.61,964513925.0,22.0,14163.391363636363,43841542.04545455,-0.09803858816872635,0.024029382271589572,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,Jul-2021,2021-07-01,Q3-2021,FY 2021-22,Q2,304177.9,1148363055.0,21.0,14484.661904761906,54683955.0,0.022683164849231385,0.2473091147958284,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,Aug-2021,2021-08-01,Q3-2021,FY 2021-22,Q2,343290.3599999999,1305170553.0,21.0,16347.159999999996,62150978.71428572,0.128584160782226,0.13654871368184174,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,Sep-2021,2021-09-01,Q3-2021,FY 2021-22,Q2,423196.87,1486116630.0,21.0,20152.231904761906,70767458.57142857,0.23276654200251978,0.13863787884586132,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,Oct-2021,2021-10-01,Q4-2021,FY 2021-22,Q3,447878.11,1376970315.0,20.0,22393.9055,68848515.75,0.11123698882744582,-0.027116175430995537,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,Nov-2021,2021-11-01,Q4-2021,FY 2021-22,Q3,471329.26,1496583706.0,20.0,23566.463,74829185.3,0.05236056301121739,0.08686708035532331,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2021,Dec-2021,2021-12-01,Q4-2021,FY 2021-22,Q3,590896.2699999999,1888528885.0,23.0,25691.14217391304,82109951.52173913,0.0901568968543578,0.09729848310588429,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,Jan-2022,2022-01-01,Q1-2022,FY 2021-22,Q4,632726.6299999999,1867137723.0,20.0,31636.3315,93356886.15,0.23141008234829474,0.1369740746379955,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,Feb-2022,2022-02-01,Q1-2022,FY 2021-22,Q4,789470.5099999999,2114868631.0,20.0,39473.5255,105743431.55,0.24772764819460824,0.1326795045423652,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,Mar-2022,2022-03-01,Q1-2022,FY 2021-22,Q4,864947.74,2216582602.0,21.0,41187.98761904762,105551552.47619048,0.043433214979685886,-0.0018145720353210937,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,Apr-2022,2022-04-01,Q2-2022,FY 2022-23,Q1,663565.4299999999,2108086126.0,19.0,34924.49631578947,110951901.36842103,-0.15207082611536882,0.051163140337975754,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,May-2022,2022-05-01,Q2-2022,FY 2022-23,Q1,833032.8200000001,2506111577.0,21.0,39668.229523809525,119338646.52380952,0.13582824975131857,0.07558901696997422,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,Jun-2022,2022-06-01,Q2-2022,FY 2022-23,Q1,810838.36,2858436335.0,22.0,36856.28909090909,129928924.3181818,-0.07088646170136381,0.08874139352887145,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,Jul-2022,2022-07-01,Q3-2022,FY 2022-23,Q2,722705.3300000001,2604267230.0,21.0,34414.53952380953,124012725.23809524,-0.06625055390348134,-0.0455341188356061,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,Aug-2022,2022-08-01,Q3-2022,FY 2022-23,Q2,794455.35,2821984736.0,20.0,39722.7675,141099236.8,0.15424376003979368,0.13778030866671087,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,Sep-2022,2022-09-01,Q3-2022,FY 2022-23,Q2,1109814.67,3426039150.0,22.0,50446.12136363636,155729052.27272728,0.26995485306093947,0.1036845825995798,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,Oct-2022,2022-10-01,Q4-2022,FY 2022-23,Q3,832071.7400000001,2843309190.0,19.0,43793.24947368421,149647852.10526314,-0.13188074147456286,-0.03904987591405984,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,Nov-2022,2022-11-01,Q4-2022,FY 2022-23,Q3,743407.1199999999,3056213400.0,21.0,35400.33904761904,145533971.42857143,-0.1916484966731814,-0.02749040910923317,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2022,Dec-2022,2022-12-01,Q4-2022,FY 2022-23,Q3,989087.88,4148035911.0,22.0,44958.54000000001,188547086.8636364,0.270003090634914,0.2955537804187247,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,Jan-2023,2023-01-01,Q1-2023,FY 2022-23,Q4,1111831.99,4374372516.0,21.0,52944.38047619048,208303453.1428572,0.1776267751619709,0.10478213483886534,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,Feb-2023,2023-02-01,Q1-2023,FY 2022-23,Q4,1065348.83,4396598058.0,20.0,53267.4415,219829902.9,0.006101894495768034,0.055334895236891946,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,Mar-2023,2023-03-01,Q1-2023,FY 2022-23,Q4,1279396.0400000005,5398478040.0,21.0,60923.62095238097,257070382.85714287,0.14373094026640953,0.1694058882156877,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,Apr-2023,2023-04-01,Q2-2023,FY 2023-24,Q1,847273.12,4339668002.0,17.0,49839.59529411765,255274588.3529412,-0.18193313997089566,-0.006985614150657016,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,May-2023,2023-05-01,Q2-2023,FY 2023-24,Q1,1175971.2799999998,5645293468.0,22.0,53453.23999999999,256604248.54545453,0.07250549858114197,0.00520874483078182,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,Jun-2023,2023-06-01,Q2-2023,FY 2023-24,Q1,1006921.57,5451104201.0,21.0,47948.6461904762,259576390.52380952,-0.10297961002034284,0.011582590682743588,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,Jul-2023,2023-07-01,Q3-2023,FY 2023-24,Q2,1281330.9,6775352732.0,21.0,61015.75714285715,322635844.3809524,0.2725230426834533,0.24293216239694493,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,Aug-2023,2023-08-01,Q3-2023,FY 2023-24,Q2,1165101.28,8599676847.0,22.0,52959.14909090909,390894402.1363636,-0.13204143370842703,0.21156532649489157,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,Sep-2023,2023-09-01,Q3-2023,FY 2023-24,Q2,1107392.89,8362502877.0,20.0,55369.64450000001,418125143.85,0.04551612800562732,0.06966265458090892,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,Oct-2023,2023-10-01,Q4-2023,FY 2023-24,Q3,979948.68,8168193610.0,20.0,48997.434,408409680.5,-0.11508490902447477,-0.02323577879230676,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,Nov-2023,2023-11-01,Q4-2023,FY 2023-24,Q3,885543.14,8360673599.0,21.0,42168.72095238095,398127314.2380952,-0.1393687891414691,-0.025176597795910416,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2023,Dec-2023,2023-12-01,Q4-2023,FY 2023-24,Q3,1236526.17,8944303395.0,20.0,61826.3085,447215169.75,0.4661651362349213,0.12329687955684543,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,Jan-2024,2024-01-01,Q1-2024,FY 2023-24,Q4,1500376.0099999998,10573692528.0,22.0,68198.90954545453,480622387.6363636,0.1030726433465543,0.0747005471774107,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,Feb-2024,2024-02-01,Q1-2024,FY 2023-24,Q4,1505499.28,10060312505.0,21.0,71690.4419047619,479062500.2380952,0.051196307720730694,-0.0032455570909621922,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,Mar-2024,2024-03-01,Q1-2024,FY 2023-24,Q4,1127679.29,8371297488.0,19.0,59351.54157894737,440594604.6315789,-0.17211360396140818,-0.0802982817218999,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,Apr-2024,2024-04-01,Q2-2024,FY 2024-25,Q1,1084602.25,8337735024.0,20.0,54230.1125,416886751.2,-0.08628973978940413,-0.05380876929122458,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,May-2024,2024-05-01,Q2-2024,FY 2024-25,Q1,1284788.0000000002,10646495090.0,22.0,58399.45454545456,483931595.0,0.07688241556671227,0.16082267811824869,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,Jun-2024,2024-06-01,Q2-2024,FY 2024-25,Q1,1486307.7699999998,10133779313.0,19.0,78226.7247368421,533356805.9473685,0.33951122224874886,0.10213263911270043,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,Jul-2024,2024-07-01,Q3-2024,FY 2024-25,Q2,1312196.46,11240001254.0,22.0,59645.29363636363,510909147.9090909,-0.23753303187609043,-0.04208750650215343,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,Aug-2024,2024-08-01,Q3-2024,FY 2024-25,Q2,1218678.14,11786111607.0,21.0,58032.29238095239,561243409.8571428,-0.027043227672666648,0.09851900705643302,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,Sep-2024,2024-09-01,Q3-2024,FY 2024-25,Q2,1136672.53,11833360241.0,21.0,54127.263333333336,563493344.8095238,-0.0672906219520768,0.004008839859614088,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,Oct-2024,2024-10-01,Q4-2024,FY 2024-25,Q3,1367433.34,12737058672.0,22.0,62156.060909090906,578957212.3636364,0.14833185868484833,0.0274428574827974,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,Nov-2024,2024-11-01,Q4-2024,FY 2024-25,Q3,1031501.64,9595744290.0,19.0,54289.56,505039173.15789473,-0.1265604800889234,-0.12767444230285285,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2024,Dec-2024,2024-12-01,Q4-2024,FY 2024-25,Q3,960115.79,6443335785.0,21.0,45719.79952380952,306825513.5714286,-0.15785282614540408,-0.3924718519299827,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2025,Jan-2025,2025-01-01,Q1-2025,FY 2024-25,Q4,1038533.0,3609053742.0,23.0,45153.608695652176,156915380.08695653,-0.012383930683302458,-0.48858431536389546,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2025,Feb-2025,2025-02-01,Q1-2025,FY 2024-25,Q4,809582.6599999998,2094518722.0,20.0,40479.13299999999,104725936.1,-0.10352385624722593,-0.3325961034414544,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2025,Mar-2025,2025-03-01,Q1-2025,FY 2024-25,Q4,844112.0300000001,2451937615.0,19.0,44426.94894736843,129049348.15789472,0.09752718634977797,0.2322577669267043,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2025,Apr-2025,2025-04-01,Q2-2025,FY 2025-26,Q1,951969.48,2426293562.0,19.0,50103.65684210527,127699661.15789472,0.1277762265750435,-0.010458689015217848,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2025,May-2025,2025-05-01,Q2-2025,FY 2025-26,Q1,1085911.4200000002,2456738838.0,21.0,51710.06761904763,116987563.71428572,0.032061747149608966,-0.08388508901651659,daily_table_sum_divide_by_active_days
Equity Derivatives,Options,2025,Jun-2025,2025-06-01,Q2-2025,FY 2025-26,Q1,880136.73,2382867572.0,21.0,41911.27285714286,113469884.3809524,-0.18949491294603027,-0.030068831435146492,daily_table_sum_divide_by_active_days
